Liga,Zespół_1,Zespół_2,1,0,2,10,02,12,Data,Wygrany,Bramki_1,Bramki_2
1-anglia,Man.City,Tottenham,1.27,6.4,8.9,1.07,3.8,1.12,03.12. 17:30,0.0,3.0,3.0
1-belgia,Genk,Gent,2.21,3.6,3.05,1.37,1.65,1.28,03.12. 13:30,0.0,2.0,2.0
1-belgia,Mechelen,Truidense,2.14,3.4,3.35,1.31,1.7,1.31,03.12. 16:00,2.0,0.0,2.0
1-belgia,Club Brugge,St.Liege,1.44,4.9,6.2,1.11,2.74,1.17,03.12. 18:30,1.0,2.0,0.0
1-belgia,St.Gilloise,Cercle Brugge,1.63,4.0,5.0,1.16,2.22,1.23,03.12. 19:15,1.0,2.0,1.0
1-francja,Le Havre,PSG,9.1,5.8,1.3,3.55,1.06,1.15,03.12. 13:00,2.0,0.0,2.0
1-francja,Monaco,Montpellier,1.63,4.4,4.65,1.19,2.27,1.23,03.12. 15:00,1.0,2.0,0.0
1-francja,Brest,Clermont,1.78,3.65,4.5,1.21,2.04,1.28,03.12. 15:00,1.0,3.0,0.0
1-francja,Toulouse,Lorient,2.02,3.5,3.65,1.29,1.81,1.32,03.12. 15:00,0.0,1.0,1.0
1-francja,Lille,Metz,1.46,4.55,6.5,1.11,2.74,1.2,03.12. 17:05,1.0,2.0,0.0
1-francja,Marseille,Rennes,1.88,3.7,3.85,1.26,1.92,1.27,03.12. 20:45,1.0,2.0,0.0
1-hiszpania,Mallorca,Alaves,2.46,2.95,3.25,1.35,1.55,1.41,03.12. 14:00,0.0,0.0,0.0
1-hiszpania,Almeria,Betis,3.4,3.65,2.05,1.78,1.33,1.3,03.12. 16:15,0.0,0.0,0.0
1-hiszpania,FC Sevilla,Villarreal,2.11,3.7,3.2,1.36,1.73,1.28,03.12. 18:30,0.0,1.0,1.0
1-hiszpania,Barcelona,Atl. Madryt,1.98,3.75,3.55,1.29,1.83,1.28,03.12. 21:00,1.0,1.0,0.0
1-holandia,Feyenoord,PSV Eindhoven,2.18,3.7,3.05,1.37,1.67,1.27,03.12. 12:15,2.0,1.0,2.0
1-holandia,Nijmegen,Ajax,4.2,4.3,1.7,2.12,1.22,1.21,03.12. 14:30,2.0,1.0,2.0
1-holandia,G.A.Eagles,Tw.Enschede,3.8,3.85,1.87,1.91,1.26,1.25,03.12. 14:30,2.0,1.0,3.0
1-holandia,Utrecht,AZ Alkmaar,3.95,3.8,1.84,1.94,1.24,1.26,03.12. 16:45,0.0,1.0,1.0
1-portugalia,SC Braga,Estoril Praia,1.35,5.4,7.4,1.08,3.1,1.14,03.12. 16:30,1.0,3.0,1.0
1-portugalia,Moreirense FC,SL Benfica,6.4,4.3,1.49,2.57,1.11,1.21,03.12. 19:00,0.0,0.0,0.0
1-portugalia,Boavista FC,FC Arouca,2.11,3.4,3.45,1.3,1.71,1.31,03.12. 21:30,2.0,0.0,4.0
1-hiszpania,Celta Vigo,Cadiz,1.6,3.85,5.6,1.14,2.32,1.26,04.12. 21:00,0.0,1.0,1.0
1-portugalia,Sporting L.,Gil Vicente FC,1.18,7.4,13.0,1.02,4.7,1.08,04.12. 21:15,1.0,3.0,0.0
1-anglia,Wolverhampton,Burnley,1.83,3.7,4.1,1.23,1.97,1.27,05.12. 20:30,1.0,1.0,0.0
1-anglia,Luton Town,Arsenal,11.5,6.7,1.21,4.45,1.03,1.11,05.12. 21:15,2.0,3.0,4.0
1-anglia,Brighton,Brentford,1.92,3.8,3.65,1.29,1.89,1.27,06.12. 20:30,1.0,2.0,1.0
1-anglia,Sheffield Utd.,Liverpool,12.5,8.2,1.16,5.1,1.02,1.07,06.12. 20:30,2.0,0.0,2.0
1-anglia,Fulham,Nottingham,1.98,3.5,3.75,1.27,1.83,1.31,06.12. 20:30,1.0,5.0,0.0
1-anglia,Crystal Palace,Bournemouth,2.26,3.45,3.1,1.37,1.64,1.32,06.12. 20:30,2.0,0.0,2.0
1-anglia,Aston Villa,Man.City,4.3,4.2,1.72,2.14,1.23,1.24,06.12. 21:15,1.0,1.0,0.0
1-anglia,Man.United,Chelsea,2.8,3.55,2.39,1.58,1.44,1.3,06.12. 21:15,1.0,2.0,1.0
1-francja,Marseille,Lyon,1.66,4.1,4.75,1.19,2.23,1.24,06.12. 21:00,1.0,3.0,0.0
liga-europy,Villarreal,Mac.Haifa,1.37,5.2,8.0,1.08,3.15,1.17,06.12. 21:00,0.0,0.0,0.0
1-anglia,Everton,Newcastle,3.1,3.4,2.28,1.63,1.37,1.32,07.12. 20:30,1.0,3.0,0.0
1-anglia,Tottenham,West Ham,1.75,4.0,3.9,1.24,2.02,1.23,07.12. 21:15,2.0,1.0,2.0
1-francja,Brest,Strasbourg,1.81,3.55,4.4,1.21,2.0,1.29,07.12. 20:30,0.0,1.0,1.0
1-holandia,PSV Eindhoven,Heerenveen,1.17,7.6,14.0,1.01,4.95,1.08,07.12. 18:45,1.0,2.0,0.0
1-holandia,Feyenoord,FC Volendam,1.06,12.0,25.0,-1.0,8.1,1.02,07.12. 21:00,1.0,3.0,1.0
1-niemcy,Hoffenheim,Bochum,1.67,4.2,4.5,1.2,2.19,1.23,08.12. 20:30,1.0,3.0,1.0
1-belgia,Kortrijk,Westerlo,2.75,3.45,2.47,1.53,1.44,1.3,08.12. 20:45,2.0,1.0,2.0
1-francja,Montpellier,Lens,3.05,3.5,2.28,1.63,1.39,1.31,08.12. 21:00,0.0,0.0,0.0
1-hiszpania,Getafe,Valencia,2.75,2.8,2.95,1.4,1.45,1.44,08.12. 21:00,1.0,1.0,0.0
1-holandia,Tw.Enschede,SBV Excelsior,1.23,6.4,11.0,1.03,4.05,1.11,08.12. 20:00,1.0,4.0,2.0
1-portugalia,FC Vizela,SC Braga,5.2,4.2,1.58,2.32,1.15,1.21,08.12. 16:30,2.0,1.0,3.0
1-portugalia,SL Benfica,Farense,1.17,7.4,14.0,1.01,4.85,1.08,08.12. 19:00,0.0,1.0,1.0
1-niemcy,Eint.Frankfurt,Bayern M.,8.6,5.9,1.31,3.5,1.08,1.15,09.12. 15:30,1.0,5.0,1.0
1-niemcy,Werder B.,Augsburg,2.42,3.55,2.71,1.45,1.57,1.3,09.12. 15:30,1.0,2.0,0.0
1-niemcy,Wolfsburg,Freiburg,2.22,3.5,2.95,1.38,1.62,1.28,09.12. 15:30,2.0,0.0,1.0
1-niemcy,Heidenheim,Darmstadt 98,2.01,3.55,3.4,1.31,1.77,1.27,09.12. 15:30,1.0,3.0,2.0
1-niemcy,Un. Berlin,M gladbach,2.12,3.5,3.2,1.34,1.69,1.29,09.12. 15:30,1.0,3.0,1.0
1-niemcy,Dortmund,Leipzig,2.47,3.65,2.47,1.51,1.51,1.25,09.12. 18:30,2.0,2.0,3.0
1-anglia,Crystal Palace,Liverpool,5.9,4.55,1.52,2.58,1.15,1.22,09.12. 13:30,2.0,1.0,2.0
1-anglia,Man.United,Bournemouth,1.55,4.45,5.5,1.16,2.48,1.22,09.12. 16:00,2.0,0.0,3.0
1-anglia,Brighton,Burnley,1.52,4.4,6.0,1.13,2.57,1.22,09.12. 16:00,0.0,1.0,1.0
1-anglia,Wolverhampton,Nottingham,1.84,3.6,4.2,1.23,1.97,1.29,09.12. 16:00,0.0,1.0,1.0
1-anglia,Sheffield Utd.,Brentford,4.5,3.7,1.76,2.05,1.2,1.27,09.12. 16:00,1.0,1.0,0.0
1-anglia,Aston Villa,Arsenal,3.25,3.6,2.11,1.72,1.35,1.29,09.12. 18:30,1.0,1.0,0.0
1-belgia,Cercle Brugge,Antwerp,2.7,3.5,2.5,1.52,1.45,1.3,09.12. 16:00,2.0,1.0,3.0
1-belgia,Truidense,Leuven,1.86,3.8,3.85,1.25,1.91,1.25,09.12. 18:15,0.0,1.0,1.0
1-belgia,Gent,Molenbeek,1.35,5.4,7.4,1.08,3.1,1.14,09.12. 20:45,1.0,4.0,0.0
1-francja,Rennes,Monaco,2.45,3.55,2.71,1.47,1.56,1.3,09.12. 17:00,2.0,1.0,2.0
1-francja,PSG,Nantes,1.23,6.9,11.5,1.05,4.35,1.12,09.12. 21:00,1.0,2.0,1.0
1-hiszpania,Alaves,UD L.Palmas,2.06,3.05,4.1,1.24,1.76,1.39,09.12. 14:00,2.0,0.0,1.0
1-hiszpania,Betis,Real M.,4.15,3.95,1.79,2.04,1.24,1.26,09.12. 16:15,0.0,1.0,1.0
1-hiszpania,Villarreal,Real Sociedad,3.3,3.45,2.14,1.69,1.33,1.31,09.12. 18:30,2.0,0.0,3.0
1-hiszpania,Mallorca,FC Sevilla,2.75,2.95,2.8,1.44,1.45,1.4,09.12. 21:00,1.0,1.0,0.0
1-holandia,Ajax,Sparta Rotterdam,1.39,5.2,6.8,1.1,2.95,1.15,09.12. 18:45,1.0,2.0,1.0
1-holandia,Zwolle,Nijmegen,2.34,3.5,2.85,1.4,1.57,1.28,09.12. 20:00,2.0,1.0,3.0
1-holandia,AZ Alkmaar,Almere City,1.19,6.8,13.0,1.01,4.45,1.09,09.12. 21:00,1.0,4.0,1.0
1-portugalia,Portimonense,FC Famalicao,2.95,3.3,2.41,1.56,1.39,1.33,09.12. 16:30,0.0,1.0,1.0
1-portugalia,Vitoria Guimarares,Sporting L.,4.9,4.0,1.65,2.2,1.17,1.23,09.12. 19:00,1.0,3.0,2.0
1-portugalia,FC Porto,Casa Pia,1.24,5.8,12.0,1.02,3.9,1.12,09.12. 21:30,1.0,3.0,1.0
1-niemcy,VFB Stuttgart,Leverkusen,2.85,3.7,2.31,1.62,1.44,1.29,10.12. 15:30,0.0,1.0,1.0
1-niemcy,1.FC Koln,Mainz,2.43,3.45,2.8,1.44,1.56,1.31,10.12. 17:30,0.0,0.0,0.0
1-anglia,Everton,Chelsea,2.95,3.55,2.29,1.63,1.41,1.3,10.12. 15:00,1.0,2.0,0.0
1-anglia,Luton Town,Man.City,16.0,8.2,1.16,5.5,1.02,1.09,10.12. 15:00,2.0,1.0,2.0
1-anglia,Fulham,West Ham,2.37,3.5,2.9,1.42,1.59,1.31,10.12. 15:00,1.0,5.0,0.0
1-anglia,Tottenham,Newcastle,2.18,3.75,3.0,1.39,1.68,1.27,10.12. 17:30,1.0,4.0,1.0
1-belgia,Mechelen,Club Brugge,5.0,4.3,1.6,2.31,1.17,1.21,10.12. 13:30,0.0,0.0,0.0
1-belgia,Eupen,Genk,6.6,5.2,1.39,2.91,1.1,1.15,10.12. 16:00,2.0,1.0,3.0
1-belgia,Anderlecht,St.Liege,1.57,4.2,5.2,1.14,2.32,1.21,10.12. 18:30,0.0,2.0,2.0
1-belgia,Charleroi,St.Gilloise,5.0,4.1,1.62,2.25,1.16,1.22,10.12. 19:15,2.0,1.0,3.0
1-francja,Nice,Reims,1.93,3.5,4.0,1.25,1.88,1.31,10.12. 13:00,1.0,2.0,1.0
1-francja,Strasbourg,Le Havre,2.16,3.2,3.55,1.3,1.69,1.35,10.12. 15:00,1.0,2.0,1.0
1-francja,Clermont,Lille,5.0,3.65,1.71,2.15,1.17,1.29,10.12. 15:00,0.0,0.0,0.0
1-francja,Metz,Brest,3.4,3.25,2.19,1.67,1.32,1.34,10.12. 15:00,2.0,0.0,1.0
1-francja,Lyon,Toulouse,1.93,3.7,3.7,1.28,1.88,1.28,10.12. 17:05,1.0,3.0,0.0
1-francja,Lorient,Marseille,4.35,3.75,1.82,2.03,1.24,1.29,10.12. 20:45,2.0,2.0,4.0
1-hiszpania,Atl. Madryt,Almeria,1.2,7.4,13.0,1.04,4.9,1.11,10.12. 14:00,1.0,2.0,1.0
1-hiszpania,Granada,Bilbao,4.85,4.0,1.65,2.22,1.18,1.24,10.12. 16:15,,,
1-hiszpania,Cadiz,Osasuna,2.9,3.05,2.61,1.5,1.42,1.39,10.12. 18:30,0.0,1.0,1.0
1-hiszpania,Barcelona,Girona,1.5,4.85,5.7,1.15,2.64,1.2,10.12. 21:00,2.0,2.0,4.0
1-holandia,G.A.Eagles,Utrecht,2.14,3.55,3.2,1.34,1.68,1.28,10.12. 12:15,2.0,0.0,2.0
1-holandia,Sittard,Waalwijk,1.93,3.65,3.75,1.26,1.85,1.27,10.12. 14:30,1.0,1.0,0.0
1-holandia,Vitesse Arnhem,Heracles,2.0,3.6,3.55,1.28,1.8,1.28,10.12. 16:45,1.0,2.0,0.0
1-portugalia,Estrela Amadora,Boavista FC,2.3,3.4,3.05,1.37,1.61,1.31,10.12. 16:30,1.0,3.0,1.0
1-portugalia,FC Arouca,Rio Ave,2.2,3.3,3.35,1.32,1.66,1.32,10.12. 19:00,0.0,2.0,2.0
1-portugalia,Estoril Praia,Chaves,1.94,3.65,3.7,1.27,1.84,1.27,10.12. 21:30,1.0,4.0,0.0
1-hiszpania,Vallecano,Celta Vigo,2.4,3.25,3.05,1.39,1.59,1.35,11.12. 21:00,0.0,0.0,0.0
1-portugalia,Gil Vicente FC,Moreirense FC,2.85,3.3,2.44,1.53,1.4,1.31,11.12. 21:15,0.0,1.0,1.0
liga-mistrzow,PSV Eindhoven,Arsenal,2.51,3.65,2.61,1.51,1.54,1.29,12.12. 18:45,0.0,1.0,1.0
liga-mistrzow,Lens,FC Sevilla,1.93,3.6,3.8,1.27,1.88,1.29,12.12. 18:45,1.0,2.0,1.0
liga-mistrzow,Salzburg,SL Benfica,2.85,3.75,2.37,1.62,1.45,1.29,12.12. 21:00,2.0,1.0,3.0
liga-mistrzow,Inter M.,Real Sociedad,1.62,4.2,5.0,1.17,2.29,1.25,12.12. 21:00,,,
liga-mistrzow,FC Kopenhaga,Galatasaray,2.7,3.75,2.41,1.58,1.49,1.28,12.12. 21:00,1.0,1.0,0.0
liga-mistrzow,Man.United,Bayern M.,2.75,4.0,2.25,1.64,1.46,1.25,12.12. 21:00,2.0,0.0,1.0
liga-mistrzow,Napoli,SC Braga,1.49,4.8,6.2,1.14,2.71,1.2,12.12. 21:00,1.0,2.0,0.0
liga-mistrzow,Un. Berlin,Real M.,4.0,4.1,1.84,2.02,1.27,1.26,12.12. 21:00,2.0,2.0,3.0
liga-mistrzow,CZ Belgrad,Man.City,7.5,5.4,1.37,3.2,1.09,1.16,13.12. 18:45,2.0,2.0,3.0
liga-mistrzow,Leipzig,YB Bern,1.33,5.8,7.6,1.1,3.4,1.14,13.12. 18:45,1.0,2.0,1.0
liga-mistrzow,Newcastle,AC Milan,1.88,3.85,3.85,1.26,1.93,1.28,13.12. 21:00,2.0,1.0,2.0
liga-mistrzow,Atl. Madryt,Lazio,1.61,4.1,5.8,1.16,2.4,1.26,13.12. 21:00,1.0,2.0,0.0
liga-mistrzow,Dortmund,PSG,3.8,3.9,1.9,1.93,1.28,1.27,13.12. 21:00,0.0,1.0,1.0
liga-mistrzow,Antwerp,Barcelona,5.0,4.3,1.59,2.35,1.17,1.22,13.12. 21:00,1.0,3.0,2.0
liga-mistrzow,FC Porto,S.Donieck,1.45,4.8,7.0,1.11,2.85,1.2,13.12. 21:00,,,
liga-mistrzow,Celtic,Feyenoord,3.1,3.7,2.23,1.67,1.39,1.3,13.12. 21:00,1.0,2.0,1.0
liga-europy,Panathinaikos,Mac.Haifa,1.64,3.8,5.3,1.16,2.23,1.25,14.12. 18:45,2.0,1.0,2.0
liga-europy,Rennes,Villarreal,2.11,3.6,3.2,1.34,1.71,1.28,14.12. 18:45,2.0,2.0,3.0
liga-europy,LASK,Toulouse,2.16,3.6,3.1,1.35,1.68,1.29,14.12. 18:45,2.0,1.0,2.0
liga-europy,AS Roma,Sheriff Tiraspol,1.16,7.4,15.0,1.01,5.1,1.09,14.12. 18:45,1.0,3.0,0.0
liga-europy,St.Gilloise,Liverpool,2.15,3.75,3.05,1.37,1.7,1.27,14.12. 18:45,1.0,2.0,1.0
liga-europy,Slavia P.,Servette,1.36,4.9,7.9,1.08,3.05,1.16,14.12. 18:45,,,
liga-europy,Leverkusen,Molde,1.35,5.5,7.2,1.09,3.15,1.14,14.12. 18:45,1.0,5.0,1.0
liga-europy,FK Karabach,Hacken,1.33,5.5,7.9,1.08,3.3,1.14,14.12. 18:45,1.0,2.0,1.0
liga-europy,Aris Limassol,Sparta P.,4.05,4.05,1.79,2.03,1.24,1.24,14.12. 21:00,2.0,1.0,3.0
liga-europy,West Ham,Freiburg,1.8,4.05,3.95,1.25,2.0,1.24,14.12. 21:00,1.0,2.0,0.0
liga-europy,Olympiakos,Backa Topola,1.26,5.9,10.0,1.05,3.7,1.12,14.12. 21:00,1.0,5.0,2.0
liga-europy,Ajax,AEK Ateny,1.93,3.9,3.5,1.3,1.86,1.25,14.12. 21:00,1.0,3.0,1.0
liga-europy,Brighton,Marseille,1.65,4.2,4.5,1.19,2.2,1.21,14.12. 21:00,1.0,1.0,0.0
liga-europy,Sporting L.,Sturm Graz,1.67,3.95,4.7,1.17,2.16,1.23,14.12. 21:00,,,
liga-europy,Raków Cz.,A.Bergamo,1.88,3.6,4.05,1.24,1.91,1.28,14.12. 21:00,2.0,0.0,4.0
liga-europy,Betis,Gl.Rangers,1.76,3.9,4.2,1.21,2.04,1.24,14.12. 21:00,,,
1-niemcy,M gladbach,Werder B.,1.9,4.05,3.55,1.3,1.9,1.24,15.12. 20:30,,,
1-anglia,Nottingham,Tottenham,4.5,4.15,1.7,2.18,1.21,1.24,15.12. 21:00,2.0,0.0,2.0
1-belgia,Westerlo,Eupen,1.87,3.7,3.9,1.24,1.9,1.26,15.12. 20:45,1.0,2.0,0.0
1-francja,Monaco,Lyon,1.64,4.4,4.6,1.2,2.28,1.21,15.12. 21:00,2.0,0.0,1.0
1-hiszpania,Osasuna,Vallecano,2.15,3.25,3.6,1.3,1.72,1.35,15.12. 21:00,1.0,1.0,0.0
1-holandia,Nijmegen,Sittard,2.07,3.55,3.4,1.31,1.74,1.29,15.12. 20:00,1.0,4.0,1.0
1-portugalia,Farense,Estrela Amadora,2.05,3.45,3.55,1.29,1.75,1.3,15.12. 21:15,0.0,0.0,0.0
1-niemcy,Augsburg,Dortmund,3.0,3.95,2.13,1.72,1.39,1.25,16.12. 15:30,0.0,1.0,1.0
1-niemcy,Mainz,Heidenheim,1.66,4.2,4.7,1.19,2.25,1.23,16.12. 15:30,2.0,0.0,1.0
1-niemcy,Darmstadt 98,Wolfsburg,3.3,3.6,2.13,1.74,1.34,1.3,16.12. 15:30,2.0,0.0,1.0
1-niemcy,Bochum,Un. Berlin,2.57,3.35,2.72,1.46,1.51,1.33,16.12. 15:30,1.0,3.0,0.0
1-niemcy,Leipzig,Hoffenheim,1.36,5.9,7.2,1.11,3.25,1.15,16.12. 18:30,1.0,3.0,1.0
1-anglia,Newcastle,Fulham,1.84,3.8,4.05,1.24,1.97,1.26,16.12. 16:00,1.0,3.0,0.0
1-anglia,Chelsea,Sheffield Utd.,1.19,7.6,12.0,1.04,4.75,1.09,16.12. 16:00,1.0,2.0,0.0
1-anglia,Bournemouth,Luton Town,1.47,4.7,6.2,1.12,2.71,1.19,16.12. 16:00,0.0,1.0,1.0
1-anglia,Man.City,Crystal Palace,1.19,6.8,15.0,1.02,4.75,1.11,16.12. 16:00,0.0,2.0,2.0
1-anglia,Burnley,Everton,3.35,3.35,2.24,1.69,1.35,1.35,16.12. 18:30,2.0,0.0,2.0
1-belgia,Leuven,Cercle Brugge,4.1,4.1,1.78,2.05,1.24,1.24,16.12. 16:00,2.0,1.0,2.0
1-belgia,Molenbeek,Truidense,3.45,3.4,2.1,1.71,1.29,1.3,16.12. 18:15,1.0,3.0,0.0
1-belgia,St.Liege,Charleroi,2.17,3.45,3.25,1.33,1.67,1.3,16.12. 20:45,0.0,0.0,0.0
1-francja,Le Havre,Nice,4.6,3.2,1.95,1.9,1.22,1.38,16.12. 17:00,1.0,3.0,1.0
1-francja,Lens,Reims,2.3,3.35,3.25,1.37,1.66,1.35,16.12. 21:00,1.0,2.0,0.0
1-hiszpania,Celta Vigo,Granada,1.63,4.05,5.3,1.16,2.31,1.25,16.12. 14:00,1.0,1.0,0.0
1-hiszpania,Bilbao,Atl. Madryt,2.47,3.4,2.77,1.44,1.54,1.31,16.12. 16:15,,,
1-hiszpania,FC Sevilla,Getafe,1.77,3.5,5.3,1.18,2.12,1.33,16.12. 18:30,2.0,0.0,3.0
1-hiszpania,Valencia,Barcelona,5.3,4.2,1.63,2.37,1.18,1.25,16.12. 21:00,0.0,1.0,1.0
1-holandia,Utrecht,Waalwijk,1.7,4.0,4.7,1.19,2.16,1.25,16.12. 16:30,0.0,1.0,1.0
1-holandia,SBV Excelsior,G.A.Eagles,2.8,3.7,2.3,1.59,1.42,1.26,16.12. 18:45,0.0,1.0,1.0
1-holandia,Heerenveen,FC Volendam,1.28,5.8,9.2,1.05,3.55,1.12,16.12. 21:00,2.0,1.0,2.0
1-portugalia,Rio Ave,FC Vizela,2.31,3.25,3.25,1.35,1.63,1.35,16.12. 16:30,0.0,1.0,1.0
1-portugalia,FC Arouca,Gil Vicente FC,1.91,3.45,4.0,1.23,1.85,1.29,16.12. 19:00,1.0,3.0,0.0
1-portugalia,Boavista FC,Vitoria Guimarares,3.9,3.5,1.93,1.84,1.24,1.29,16.12. 21:30,0.0,1.0,1.0
1-niemcy,Freiburg,1.FC Koln,1.86,3.7,4.15,1.24,1.96,1.28,17.12. 15:30,1.0,2.0,0.0
1-niemcy,Leverkusen,Eint.Frankfurt,1.34,5.5,7.9,1.09,3.3,1.15,17.12. 17:30,1.0,3.0,0.0
1-niemcy,Bayern M.,VFB Stuttgart,1.46,5.3,5.7,1.15,2.77,1.16,17.12. 19:30,1.0,3.0,0.0
1-anglia,Brentford,Aston Villa,3.05,3.65,2.2,1.68,1.38,1.28,17.12. 15:00,2.0,1.0,2.0
1-anglia,West Ham,Wolverhampton,2.11,3.6,3.35,1.34,1.75,1.3,17.12. 15:00,1.0,3.0,0.0
1-anglia,Arsenal,Brighton,1.48,4.7,6.0,1.13,2.68,1.19,17.12. 15:00,1.0,2.0,0.0
1-anglia,Liverpool,Man.United,1.31,6.0,8.1,1.09,3.5,1.13,17.12. 17:30,0.0,0.0,0.0
1-belgia,Club Brugge,Gent,1.68,4.0,4.7,1.18,2.16,1.24,17.12. 13:30,1.0,2.0,0.0
1-belgia,St.Gilloise,Mechelen,1.32,5.4,8.6,1.06,3.3,1.14,17.12. 16:00,1.0,1.0,0.0
1-belgia,Antwerp,Anderlecht,1.95,3.6,3.75,1.26,1.84,1.28,17.12. 18:30,0.0,1.0,1.0
1-belgia,Genk,Kortrijk,1.24,6.4,11.0,1.04,4.05,1.11,17.12. 19:15,1.0,4.0,0.0
1-francja,Nantes,Brest,2.62,3.25,2.77,1.46,1.5,1.35,17.12. 13:00,2.0,0.0,2.0
1-francja,Toulouse,Rennes,3.1,3.5,2.24,1.66,1.37,1.31,17.12. 15:00,0.0,0.0,0.0
1-francja,Metz,Montpellier,3.1,3.3,2.33,1.61,1.37,1.34,17.12. 15:00,2.0,0.0,1.0
1-francja,Lorient,Strasbourg,2.52,3.2,2.87,1.42,1.52,1.35,17.12. 15:00,2.0,1.0,2.0
1-francja,Marseille,Clermont,1.44,4.7,6.8,1.1,2.82,1.19,17.12. 17:05,1.0,2.0,1.0
1-francja,Lille,PSG,3.95,3.95,1.84,1.98,1.25,1.25,17.12. 20:45,0.0,1.0,1.0
1-hiszpania,Almeria,Mallorca,2.67,3.2,2.77,1.46,1.49,1.36,17.12. 14:00,0.0,0.0,0.0
1-hiszpania,Real Sociedad,Betis,1.7,3.8,4.9,1.17,2.16,1.26,17.12. 16:15,0.0,0.0,0.0
1-hiszpania,UD L.Palmas,Cadiz,1.93,3.3,4.2,1.22,1.87,1.33,17.12. 18:30,,,
1-hiszpania,Real M.,Villarreal,1.26,6.4,9.4,1.07,3.9,1.11,17.12. 21:00,1.0,4.0,1.0
1-holandia,Almere City,Vitesse Arnhem,2.34,3.5,2.85,1.4,1.57,1.28,17.12. 12:15,1.0,5.0,0.0
1-holandia,Sparta Rotterdam,Tw.Enschede,4.2,3.65,1.83,1.95,1.22,1.27,17.12. 14:30,0.0,2.0,2.0
1-holandia,Heracles,Feyenoord,10.0,6.8,1.22,4.05,1.03,1.09,17.12. 14:30,2.0,0.0,4.0
1-holandia,Ajax,Zwolle,1.27,6.4,9.0,1.06,3.75,1.11,17.12. 16:45,0.0,2.0,2.0
1-holandia,AZ Alkmaar,PSV Eindhoven,4.2,3.75,1.8,1.98,1.22,1.26,17.12. 20:00,2.0,0.0,4.0
1-portugalia,Moreirense FC,Portimonense,1.71,3.7,4.9,1.17,2.11,1.27,17.12. 16:30,1.0,5.0,2.0
1-portugalia,Chaves,Casa Pia,2.75,3.15,2.65,1.47,1.44,1.35,17.12. 16:30,2.0,1.0,3.0
1-portugalia,FC Famalicao,Estoril Praia,2.22,3.35,3.25,1.34,1.65,1.32,17.12. 19:00,0.0,1.0,1.0
1-portugalia,SC Braga,SL Benfica,2.95,3.45,2.32,1.59,1.39,1.3,17.12. 21:30,2.0,0.0,1.0
1-hiszpania,Girona,Alaves,1.56,4.4,5.9,1.15,2.54,1.23,18.12. 21:00,1.0,3.0,0.0
1-portugalia,Sporting L.,FC Porto,2.25,3.35,3.25,1.35,1.65,1.33,18.12. 21:15,1.0,2.0,0.0
1-niemcy,Werder B.,Leipzig,4.9,4.5,1.59,2.38,1.18,1.2,19.12. 18:30,,,
1-niemcy,Dortmund,Mainz,1.53,4.7,5.3,1.16,2.51,1.19,19.12. 20:30,0.0,1.0,1.0
1-niemcy,Hoffenheim,Darmstadt 98,1.49,4.8,5.7,1.14,2.63,1.18,19.12. 20:30,0.0,3.0,3.0
1-hiszpania,Vallecano,Valencia,2.23,3.25,3.35,1.33,1.66,1.34,19.12. 19:00,2.0,0.0,1.0
1-hiszpania,Granada,FC Sevilla,2.82,3.45,2.44,1.56,1.44,1.31,19.12. 21:30,2.0,0.0,3.0
1-hiszpania,Atl. Madryt,Getafe,1.38,4.7,8.5,1.08,3.05,1.19,19.12. 21:30,0.0,3.0,3.0
1-niemcy,Un. Berlin,1.FC Koln,1.92,3.55,3.95,1.25,1.88,1.3,20.12. 18:30,1.0,2.0,0.0
1-niemcy,Wolfsburg,Bayern M.,7.2,5.6,1.36,3.2,1.09,1.15,20.12. 20:30,2.0,1.0,2.0
1-niemcy,Eint.Frankfurt,M gladbach,1.85,4.05,3.85,1.27,1.98,1.25,20.12. 20:30,1.0,2.0,1.0
1-niemcy,VFB Stuttgart,Augsburg,1.36,5.5,7.4,1.1,3.15,1.16,20.12. 20:30,1.0,3.0,0.0
1-niemcy,Heidenheim,Freiburg,2.77,3.55,2.43,1.57,1.45,1.3,20.12. 20:30,1.0,3.0,2.0
1-niemcy,Leverkusen,Bochum,1.18,7.6,13.0,1.03,4.9,1.09,20.12. 20:30,1.0,4.0,0.0
1-belgia,Cercle Brugge,Kortrijk,1.35,5.2,7.8,1.07,3.1,1.15,20.12. 18:30,1.0,3.0,0.0
1-belgia,Mechelen,St.Liege,2.46,3.4,2.8,1.43,1.54,1.31,20.12. 20:45,1.0,3.0,0.0
1-francja,Clermont,Rennes,3.3,3.4,2.19,1.69,1.34,1.32,20.12. 21:00,2.0,1.0,3.0
1-francja,Strasbourg,Lille,3.9,3.5,1.96,1.86,1.26,1.31,20.12. 21:00,1.0,2.0,1.0
1-francja,Brest,Lorient,1.62,3.95,5.5,1.15,2.31,1.25,20.12. 21:00,1.0,4.0,0.0
1-francja,Reims,Le Havre,1.71,3.9,4.8,1.19,2.17,1.26,20.12. 21:00,1.0,1.0,0.0
1-francja,Nice,Lens,2.32,3.2,3.2,1.35,1.62,1.35,20.12. 21:00,1.0,2.0,0.0
1-francja,PSG,Metz,1.14,8.3,15.5,1.01,5.6,1.08,20.12. 21:00,1.0,3.0,1.0
1-francja,Toulouse,Monaco,4.15,3.9,1.8,2.02,1.23,1.25,20.12. 21:00,2.0,1.0,2.0
